,service_name,postcode,suburb,state,geoj_lat,geoj_lon,home_care_places
1815,Resthaven Marion,5043,MARION,SA,-35.01113633,138.5550139,1
1816,Naracoorte Health Service,5271,NARACOORTE,SA,-36.96183846,140.7457425,1
1817,AnglicareSA Trott Park,5158,TROTT PARK,SA,-35.08459615,138.5352065,1
1818,ACH Group Residential Care - Milpara,5073,ROSTREVOR,SA,-34.89786239,138.675453,1
1819,Alwyndor Aged Care,5048,HOVE,SA,-35.00907129,138.5289882,1
1820,All Care Aged Care The Vales,5162,MORPHETT VALE,SA,-35.10690322,138.5358208,1
1821,Bupa Modbury,5092,MODBURY,SA,-34.83520917,138.687763,1
1822,Bucklands,5037,NORTH PLYMPTON,SA,-34.95577275,138.5551203,1
1823,Renmark Nursing Home,5341,RENMARK,SA,-34.1639161,140.7420024,1
1824,Hahndorf Residential Care Services,5245,HAHNDORF,SA,-35.0209423,138.7955601,1
1825,Resthaven Paradise,5075,PARADISE,SA,-34.8675661,138.6847995,1
1826,Eldercare Evanston Park,5116,EVANSTON PARK,SA,-34.62241396,138.7424018,1
1827,Bupa Woodville,5011,WOODVILLE,SA,-34.873992,138.542476,1
1828,Westminster Village Nursing Home,5022,GRANGE,SA,-34.8955721,138.4946069,1
1829,Christies Beach Residential Care Services,5165,CHRISTIES BEACH,SA,-35.13144567,138.4767698,1
1830,Parkview Aged Care,5558,MOONTA,SA,-34.060878,137.58951,1
1831,Estia Health Craigmore,5114,CRAIGMORE,SA,-34.6997139,138.7055308,1
1832,Eldercare Oxford,5048,HOVE,SA,-35.00990375,138.5162948,1
1833,ACH Group Residential Care - Perry Park (high care),5167,PORT NOARLUNGA,SA,-35.14754429,138.4789927,1
1834,Matthew Flinders Home Inc,5606,PORT LINCOLN,SA,-34.72200217,135.8499703,1
1835,Salisbury Private Nursing Home,5106,SALISBURY SOUTH,SA,-34.78304935,138.652995,1
1836,Seaton Nursing Home,5023,SEATON,SA,-34.89134321,138.5103075,1
1837,Gaynes Park Manor,5070,JOSLIN,SA,-34.9031663,138.6327338,1
1838,Klemzig Residential Care Services,5087,KLEMZIG,SA,-34.87346636,138.6355224,1
1839,Carmelite,5064,MYRTLE BANK,SA,-34.963111,138.641151,1
1840,St Joseph's House,5540,PORT PIRIE,SA,-33.17921939,138.0093801,1
1841,Para Hills Residential Care,5096,PARA HILLS,SA,-34.80285063,138.6438062,1
1842,AnglicareSA Elizabeth East,5112,ELIZABETH EAST,SA,-34.731401,138.680838,1
1843,Marten Residential Care Centre,5016,LARGS NORTH,SA,-34.81257915,138.5020331,1
1844,Oakwood Aged Care,5085,ENFIELD,SA,-34.86460439,138.6071556,1
1845,Lerwin Nursing Home,5253,MURRAY BRIDGE,SA,-35.1284728,139.2818946,1
1846,The Claridge Residential Care,5093,VALLEY VIEW,SA,-34.84042555,138.6635456,1
1847,Star Of The Sea Home For The Aged,5556,WALLAROO,SA,-33.93158724,137.630411,1
1848,Helping Hand Aged Care - Parafield Gardens,5107,PARAFIELD GARDENS,SA,-34.78694611,138.617917,1
1849,Yeltana Nursing Home,5600,WHYALLA,SA,-33.04223266,137.5712555,1
1850,Edenfield Family Care - Nerrilda,5700,PORT AUGUSTA WEST,SA,-32.48023266,137.7555173,1
1851,Rose Court Aged Care Facility,5086,GILLES PLAINS,SA,-34.85334686,138.6617737,1
1852,ACH Group Residential Care - West Park,5214,GOOLWA,SA,-35.50117665,138.7797868,1
1853,ACH Group Residential Care - Colton Court,5171,MCLAREN VALE,SA,-35.21821338,138.537962,1
1854,Old Timers,870,BRAITLING,NT,-23.67129627,133.8715426,1
1855,Rocky Ridge,850,KATHERINE,NT,-14.43974102,132.2751004,1
1856,Juninga Centre,810,NIGHTCLIFF,NT,-12.38879956,130.8522713,1
1857,Terrace Gardens,830,FARRAR,NT,-12.478827,130.992961,1
1858,Katherine Hostel,850,KATHERINE,NT,-14.4760203,132.2540545,1
1859,Juninga Centre,810,COCONUT GROVE,NT,-12.3983907,130.8507539,1
1860,Hetti Perkins,870,ALICE SPRINGS,NT,-23.748953,133.874256,1
1861,Flynn Lodge,870,ALICE SPRINGS,NT,-23.67129627,133.8715426,1
1862,Rocky Ridge,850,KATHERINE,NT,-14.43974102,132.2751004,1
1863,Hocart Lodge Aged Centre Inc,6220,HARVEY,WA,-33.08362728,115.8928571,1
1864,Waminda Hostel,6102,BENTLEY,WA,-32.00182678,115.8990348,1
1865,Bedingfeld Lodge,6208,PINJARRA,WA,-32.63911,115.87268,1
1866,Mercyville Hostel,6025,CRAIGIE,WA,-31.78492,115.75807,1
1867,Villa Maria,6076,LESMURDIE,WA,-31.99301,116.05443,1
1868,J E Murray Home,6112,ARMADALE,WA,-32.15862143,116.0146968,1
1869,Baptistcare Moonya,6258,MANJIMUP,WA,-34.24173508,116.1353162,1
1870,Capecare,6280,BROADWATER,WA,-33.65821282,115.2692108,1
1871,Aegis Lincoln Park,6000,HIGHGATE,WA,-31.9431165,115.8713247,1
1872,Burswood Care Annie Bryson McKeown Lodge,6330,SPENCER PARK,WA,-35.00975,117.90207,1
1873,Burswood Care Gwen Hardie Lodge,6330,EMU POINT,WA,-34.998,117.93948,1
1874,Casson House,6006,NORTH PERTH,WA,-31.93098353,115.8580359,1
1875,Woodville House,6056,HELENA VALLEY,WA,-31.91742,116.04513,1
1876,Coolibah Aged Care Facility,6210,MANDURAH,WA,-32.54103,115.74273,1
1877,Gordon Lodge,6149,BULL CREEK,WA,-32.04799739,115.8560915,1
1878,Braemar Village,6156,WILLAGEE,WA,-32.051186,115.814931,1
1879,Springhaven Frail Aged Hostel,6395,KOJONUP,WA,-33.82852,117.15319,1
1880,James Brown Care Centre,6017,OSBORNE PARK,WA,-31.89782,115.82497,1
1881,Moline House,6018,KARRINYUP,WA,-31.88158472,115.7674276,1
1882,Parry Care Centre,6076,LESMURDIE,WA,-31.99929,116.04778,1
1883,Joseph Cooke House,6148,SHELLEY,WA,-32.03953755,115.8744593,1
1884,Villa Terenzio,6064,MARANGAROO,WA,-31.830433,115.822859,1
1885,Victoria Park Hostel,6430,KALGOORLIE,WA,-30.74117384,121.4751116,1
1886,ValleyView Residence,6225,COLLIE,WA,-33.35008406,116.1656231,1
1887,Villa Pelletier Hostel,6007,WEST LEEDERVILLE,WA,-31.936211,115.829042,1
1888,Amaroo Village Buckley Caring Centre,6110,GOSNELLS,WA,-32.075629,115.995727,1
1889,Rosewood Care Leederville,6007,LEEDERVILLE,WA,-31.92698,115.83968,1
1890,Carl and Sadie Cohen Hostel,6059,DIANELLA,WA,-31.900877,115.864657,1
1891,Wattle Hill Lodge,6230,BUNBURY,WA,-33.33509515,115.629873,1
1892,Juniper Bethshan,6317,KATANNING,WA,-33.68652592,117.5622897,1
1893,Juniper Elimatta,6050,MENORA,WA,-31.91865729,115.8651012,1
1894,Juniper Riverslea,6050,MOUNT LAWLEY,WA,-31.93431014,115.8863829,1
1895,Regis North Fremantle,6159,NORTH FREMANTLE,WA,-32.03377,115.75635,1
1896,Dryandra Residential and Community Care Inc,6410,KELLERBERRIN,WA,-31.63272595,117.7137601,1
1897,Joseph Banks Aged Care Facility,6155,CANNING VALE,WA,-32.06677611,115.9349975,1
1898,Marist Lodge,6104,BELMONT,WA,-31.94608,115.9231,1
1899,Servite Villa,6060,JOONDANNA,WA,-31.90904149,115.8415481,1
1900,Archbishop Goody Hostel,6004,EAST PERTH,WA,-31.95851344,115.8751996,1
1901,Thomas Scott Hostel,6111,CAMILLO,WA,-32.11820203,116.0003474,1
1902,Ritcher Lodge,6053,BAYSWATER,WA,-31.92425063,115.9224303,1
1903,Waratah Lodge,6315,WAGIN,WA,-33.30382883,117.3461753,1
1904,Wearne Cottesloe,6011,COTTESLOE,WA,-32.009358,115.752994,1
1905,Lefroy Care Centre,6149,BULL CREEK,WA,-32.054438,115.871049,1
1906,Tuia Lodge,6239,DONNYBROOK,WA,-33.57758892,115.815516,1
1907,Pam Corker House,6215,WAROONA,WA,-32.84292,115.92824,1
1908,Geegeelup Village Hostel,6255,BRIDGETOWN,WA,-33.95559439,116.1292036,1
1909,Bethanie Illawong,6163,HAMILTON HILL,WA,-32.09272,115.79159,1
1910,Juniper Hillcrest,6530,GERALDTON,WA,-28.78599872,114.6142208,1
1911,Fairhaven Hostel,6112,ARMADALE,WA,-32.15119938,116.0031632,1
1912,Juniper Bethavon,6401,NORTHAM,WA,-31.65767596,116.6720881,1
1913,Jacaranda Lodge,6065,WANNEROO,WA,-31.75084,115.81627,1
1914,Bethanie Edinboro,6060,JOONDANNA,WA,-31.91309554,115.8417819,1
1915,Juniper St David's,6050,MOUNT LAWLEY,WA,-31.93179,115.87746,1
1916,Juniper Pilgrim,6158,EAST FREMANTLE,WA,-32.03739,115.76524,1
1917,Juniper Cygnet,6102,BENTLEY,WA,-32.00516299,115.8985751,1
1918,Juniper Hilltop,6102,BENTLEY,WA,-32.00516299,115.8985751,1
1919,Juniper Trinity,6102,BENTLEY,WA,-32.00516299,115.8985751,1
1920,Seaforth Gardens Senior Citizens' Residence,6110,GOSNELLS,WA,-32.07853647,116.0088065,1
1921,Regis Nedlands,6009,NEDLANDS,WA,-31.97154879,115.8077478,1
1922,Regis Weston,6009,NEDLANDS,WA,-31.97154879,115.8077478,1
1923,Acacia Living Group Menora Gardens Aged Care Facility,6050,MENORA,WA,-31.91714346,115.8656646,1
1924,St Francis Hostel,6018,GWELUP,WA,-31.87373472,115.7953506,1
1925,Carramar Hostel,6062,MORLEY,WA,-31.87662693,115.9269809,1
1926,Acacia Living Group Meadow Springs Aged Care Facility,6210,MEADOW SPRINGS,WA,-32.50153304,115.7437229,1
1927,Hellenic Community Aged Care,6059,DIANELLA,WA,-31.86981717,115.8754562,1
1928,Italian Village Fremantle,6162,WHITE GUM VALLEY,WA,-32.06189941,115.7698585,1
1929,Germanus Kent House,6725,BROOME,WA,-17.96840782,122.2274813,1
1930,Baptistcare Yallambee,6073,MUNDARING,WA,-31.90417673,116.1712758,1
1931,Baptistcare Gracewood,6152,SALTER POINT,WA,-32.02085307,115.8612508,1
1932,Yaandina Frail Aged Hostel,6718,ROEBOURNE,WA,-20.77674726,117.1429891,1
1933,Trinity Village,6023,DUNCRAIG,WA,-31.83991,115.76429,1
1934,Edgewater Mercy Hostel,6027,EDGEWATER,WA,-31.76612,115.777747,1
1935,Baptistcare Graceford,6122,BYFORD,WA,-32.22830167,116.0027316,1
1936,Halls Creek Peoples Church Frail Aged Hostel,6770,HALLS CREEK,WA,-18.22583418,127.674771,1
1937,Riversea Mosman Park,6012,MOSMAN PARK,WA,-32.01569727,115.7557903,1
1938,Bethanie Geneff,6018,INNALOO,WA,-31.89099599,115.7997717,1
1939,Juniper Ngamang Bawoona,6728,DERBY,WA,-17.30849644,123.6526628,1
1940,Morrison Lodge,6056,MIDLAND,WA,-31.88549892,116.0146727,1
1941,Brightwater Joondalup,6027,JOONDALUP,WA,-31.72414539,115.7599745,1
1942,Juniper John Bryant,6064,MARANGAROO,WA,-31.82838,115.85157,1
1943,Barridale Lodge,6026,KINGSLEY,WA,-31.81326,115.79684,1
1944,Bert England Lodge,6168,COOLOONGUP,WA,-32.289798,115.768642,1
1945,Frederick Guest Hostel,6149,BULL CREEK,WA,-32.05147639,115.8589334,1
1946,Brightwater South Lake,6164,SOUTH LAKE,WA,-32.09955,115.84742,1
1947,Brightwater Huntingdale,6110,HUNTINGDALE,WA,-32.07361869,115.9640421,1
1948,Burswood Care Sunshine Park,6076,LESMURDIE,WA,-32.00953,116.04353,1
1949,James Watson Centre,6004,EAST PERTH,WA,-31.95098312,115.8699302,1
1950,Hale Hostel,6163,COOLBELLUP,WA,-32.08042946,115.8107866,1
1951,Brightwater Redcliffe,6104,REDCLIFFE,WA,-31.94165387,115.9429848,1
1952,MYVISTA Balcatta,6021,BALCATTA,WA,-31.86585,115.82716,1
1953,Bethanie Kingsley,6026,KINGSLEY,WA,-31.81004,115.787,1
1954,Guildford Village,6055,GUILDFORD,WA,-31.89679,115.98051,1
1955,Karri Lodge,6030,MERRIWA,WA,-31.65734987,115.7080843,1
1956,Baptistcare Bethel,6330,YAKAMIA,WA,-35.0067,117.88095,1
1957,Kinross Care Centre,6028,KINROSS,WA,-31.71887648,115.7348441,1
1958,Bethanie Peel,6210,COODANUP,WA,-32.54165383,115.7484494,1
1959,Canning Lodge,6155,WILLETTON,WA,-32.03946146,115.8895645,1
1960,Manoah House,6110,MARTIN,WA,-32.067647,116.007508,1
1961,Jeremiah Donovan House,6058,FORRESTFIELD,WA,-31.99605,116.01994,1
1962,Second Avenue Hostel,6050,MOUNT LAWLEY,WA,-31.9295,115.87917,1
1963,MercyCare Rockingham,6168,COOLOONGUP,WA,-32.303703,115.753774,1
1964,Karinya Residential Care,6312,NARROGIN,WA,-32.94028997,117.1725479,1
1965,Michael Lee Centre,6152,COMO,WA,-32.0051482,115.8737659,1
1966,Juniper Marlgu Village,6740,WYNDHAM,WA,-15.48739,128.12051,1
1967,Carinya Of Bicton,6157,BICTON,WA,-32.03049,115.78344,1
1968,Peter Arney Home,6152,SALTER POINT,WA,-32.01765,115.85898,1
1969,Brightwater Birralee,6018,INNALOO,WA,-31.8871953,115.7998545,1
1970,Castledare Retirement Village,6107,WILSON,WA,-32.02263878,115.913388,1
1971,Villa Dalmacia Aged Care Facility,6163,SPEARWOOD,WA,-32.099118,115.773244,1
1972,Aegis Greenfields,6210,GREENFIELDS,WA,-32.53238547,115.7592008,1
1973,Juniper St Andrew's,6021,BALCATTA,WA,-31.88682858,115.8273853,1
1974,Opal Melville,6154,MYAREE,WA,-32.03861358,115.8101634,1
1975,Brightwater Oxford Gardens,6027,JOONDALUP,WA,-31.73626,115.77171,1
1976,Brightwater The Oaks,6169,WAIKIKI,WA,-32.32062,115.7562,1
1977,MercyCare Joondalup,6027,JOONDALUP,WA,-31.733716,115.767295,1
1978,Juniper Ella Williams,6062,NORANDA,WA,-31.87756906,115.8881272,1
1979,Margaret Hubery House,6148,ROSSMOYNE,WA,-32.03637,115.8739,1
1980,Aegis The Pines,6069,ELLENBROOK,WA,-31.79244,115.96336,1
1981,MercyCare Kelmscott,6111,KELMSCOTT,WA,-32.11460031,116.0195805,1
1982,Regis Bunbury,6230,CAREY PARK,WA,-33.34834243,115.6487641,1
1983,Esperance Aged Care Facility,6450,ESPERANCE,WA,-33.85584148,121.8900306,1
1984,Ocean Star Aged Care,6230,BUNBURY,WA,-33.35036441,115.621807,1
1985,Howard Solomon Aged Care Facility,6148,FERNDALE,WA,-32.038641,115.921126,1
1986,Aegis Lakeside,6104,REDCLIFFE,WA,-31.93974,115.94117,1
1987,Juniper Sarah Hardey,6111,KELMSCOTT,WA,-32.12112916,116.0137948,1
1988,Brightwater Onslow Gardens,6008,SUBIACO,WA,-31.95304,115.82907,1
1989,Aegis Alfred Carson,6010,CLAREMONT,WA,-31.98432635,115.7899285,1
1990,Brightwater The Village,6052,INGLEWOOD,WA,-31.9126282,115.8775075,1
1991,Kalkarni Residency,6306,BROOKTON,WA,-32.36887402,117.0077597,1
1992,Juniper Numbala Nunga,6728,DERBY,WA,-17.30849644,123.6526628,1
1993,Aegis Hilton Park,6163,HILTON,WA,-32.07277,115.79019,1
1994,Aegis Sandstrom,6050,MOUNT LAWLEY,WA,-31.93522252,115.8814559,1
1995,Aegis St Michael's,6006,NORTH PERTH,WA,-31.93176984,115.8619193,1
1996,Braemar House,6158,EAST FREMANTLE,WA,-32.03911,115.77111,1
1997,Regis Embleton,6062,EMBLETON,WA,-31.89661956,115.9116334,1
1998,Little Sisters of the Poor Glendalough Home,6016,GLENDALOUGH,WA,-31.92046544,115.8233081,1
1999,Hamersley Nursing Home,6008,SHENTON PARK,WA,-31.95793787,115.8235531,1
2000,David, Gita and Michael Hoffman Nursing Home,6060,DIANELLA,WA,-31.901237,115.864288,1
2001,Alice Ross-King Care Centre,6149,BULL CREEK,WA,-32.04799739,115.8560915,1
2002,St Luke's Nursing Home,6008,SHENTON PARK,WA,-31.95718,115.82355,1
2003,St Ritas Nursing Home,6006,NORTH PERTH,WA,-31.93210441,115.8564705,1
2004,St Vincent's Aged Care,6055,GUILDFORD,WA,-31.896428,115.961364,1
2005,Regis Greenmount,6056,GREENMOUNT,WA,-31.90258,116.0432,1
2006,Leighton Nursing Home,6005,WEST PERTH,WA,-31.93677984,115.8510757,1
2007,The 2nd Avenue Nursing Home,6050,MOUNT LAWLEY,WA,-31.9295,115.87917,1
2008,Tuohy Nursing Home,6056,MIDLAND,WA,-31.88801531,115.9986927,1
2009,Nazareth House Geraldton,6530,BLUFF POINT,WA,-28.72947883,114.6227755,1
2010,Juniper Annesley,6102,BENTLEY,WA,-32.00516299,115.8985751,1
2011,Aegis St Francis,6160,FREMANTLE,WA,-32.0491,115.77723,1
2012,Rockingham Nursing Home,6168,ROCKINGHAM,WA,-32.28142856,115.7267793,1
2013,Windsor Park Aged Care,6101,CARLISLE,WA,-31.97963,115.92077,1
2014,Kingia/Tandara High Care Facility,6102,BENTLEY,WA,-31.99991994,115.8966037,1
2015,Mosman Park Nursing Home,6012,MOSMAN PARK,WA,-32.0102,115.76689,1
2016,Freshwater Bay Nursing Home,6012,MOSMAN PARK,WA,-32.01121,115.76689,1
2017,Adventist Residential Care,6148,ROSSMOYNE,WA,-32.04574606,115.8654312,1
2018,Bethanie Elanora Villas Nursing Home,6230,SOUTH BUNBURY,WA,-33.357207,115.6250479,1
2019,Opal Armadale,6112,ARMADALE,WA,-32.1555,116.00233,1
2020,Belmont Community Nursing Home,6103,RIVERVALE,WA,-31.955201,115.91668,1
2021,Victoria Park Nursing Home,6430,KALGOORLIE,WA,-30.74117384,121.4751116,1
2022,Valencia Nursing Home,6076,CARMEL,WA,-32.02164,116.09841,1
2023,Aegis Bassendean,6054,BASSENDEAN,WA,-31.904351,115.951906,1
2024,Craigcare Maylands,6051,MAYLANDS,WA,-31.93426768,115.8869361,1
2025,Mercy Place Lathlain,6101,CARLISLE,WA,-31.97478564,115.9147478,1
2026,Regis Como,6152,COMO,WA,-32.00277921,115.8669378,1
2027,Koh-I-Noor Contemporary Care,6014,WEMBLEY,WA,-31.9369947,115.8132101,1
2028,Aegis Balmoral,6152,COMO,WA,-31.99042263,115.8570931,1
2029,Midland Nursing Home,6056,MIDLAND,WA,-31.88002175,116.0100897,1
2030,Aegis Carrington,6163,HAMILTON HILL,WA,-32.08090697,115.7792508,1
2031,Aegis Melville,6156,MELVILLE,WA,-32.03766,115.79426,1
2032,Kimberley Residential Aged Care,6007,WEST LEEDERVILLE,WA,-31.93807659,115.8352506,1
2033,Aegis St James,6102,ST JAMES,WA,-31.996,115.90974,1
2034,Opal Applecross,6153,APPLECROSS,WA,-32.0093,115.847034,1
2035,Concorde Nursing Home,6151,SOUTH PERTH,WA,-31.98356301,115.8618054,1
2036,Opal Bunbury,6230,BUNBURY,WA,-33.3290678,115.6462201,1
2037,MercyCare Wembley Catherine McAuley,6014,WEMBLEY,WA,-31.93809,115.82318,1
2038,Residency by Dillons Narrogin,6312,NARROGIN,WA,-32.93566945,117.1679571,1
2039,Craigcare Albany,6330,YAKAMIA,WA,-35.00439432,117.8710636,1
2040,Opal Geraldton,6530,GERALDTON,WA,-28.78462,114.60831,1
2041,Mercy Place Mandurah,6210,HALLS HEAD,WA,-32.5428,115.70712,1
2042,Aegis Banksia Park,6167,CALISTA,WA,-32.2484826,115.8112435,1
2043,Opal Murray River,6210,DUDLEY PARK,WA,-32.54138,115.73695,1
2044,McDougall Park Nursing Home,6152,COMO,WA,-32.00833,115.86444,1
2045,Lady McCusker Home,6023,DUNCRAIG,WA,-31.83897477,115.7652722,1
2046,Amaroo Village McMahon Caring Centre,6110,GOSNELLS,WA,-32.0669339,115.9973597,1
2047,Juniper The Residency,6401,NORTHAM,WA,-31.65748331,116.681487,1
2048,Agmaroy Nursing Home,6107,WILSON,WA,-32.0196046,115.9108582,1
2049,Baptistcare Gracehaven,6168,ROCKINGHAM,WA,-32.28533,115.74261,1
2050,Baptistcare Moonya Nursing Home,6258,MANJIMUP,WA,-34.24173508,116.1353162,1
2051,Kensington Park Nursing Home,6151,KENSINGTON,WA,-31.97806,115.88624,1
2052,Wanneroo Community Nursing Home,6065,WANNEROO,WA,-31.75126929,115.819193,1
2053,Uniting AgeWell Aldersgate,7249,KINGS MEADOWS,TAS,-41.46051248,147.1552684,1
2054,Huon Eldercare,7113,FRANKLIN,TAS,-43.08167377,147.0164088,1
2055,Emmerton Park Aged Care Facility,7330,SMITHTON,TAS,-40.84716704,145.127469,1
2056,Baptcare Karingal Community Care,7310,DEVONPORT,TAS,-41.18235882,146.3374888,1
2057,Uniting AgeWell Lillian Martin,7018,WARRANE,TAS,-42.85872456,147.3890696,1
2058,Mary Ogilvy Home,7008,NEW TOWN,TAS,-42.85693291,147.3058488,1
2059,Mount Esk Aged Care,7250,ST LEONARDS,TAS,-41.45995923,147.196189,1
2060,Medea Park Hostel,7216,ST HELENS,TAS,-41.32343212,148.2449509,1
2061,May Shaw Aminya,7260,SCOTTSDALE,TAS,-41.15502681,147.5219159,1
2062,Corumbene Hostel,7140,NEW NORFOLK,TAS,-42.78118943,147.0700033,1
2063,Ainslie Low Head,7253,LOW HEAD,TAS,-41.07816649,146.8073179,1
2064,Hawthorn Village,7052,BLACKMANS BAY,TAS,-42.99944159,147.3249207,1
2065,Tandara Lodge Hostel,7306,SHEFFIELD,TAS,-41.38563879,146.3238678,1
2066,Kanangra Hostel,7304,DELORAINE,TAS,-41.52482088,146.6484709,1
2067,Barrington Lodge,7008,NEW TOWN,TAS,-42.85366178,147.3041788,1
2068,Yaraandoo Hostel,7322,SOMERSET,TAS,-41.04444122,145.8289366,1
2069,May Shaw Residential Aged Care,7190,SWANSEA,TAS,-42.12746534,148.0770498,1
2070,Coroneagh Park Hostel,7316,PENGUIN,TAS,-41.11787177,146.0676224,1
2071,West Coast District Hospital - Lyell House,7467,QUEENSTOWN,TAS,-42.08050301,145.5576257,1
2072,Uniting AgeWell Ningana,7172,SORELL,TAS,-42.7852242,147.5566697,1
2073,Cadorna House,7250,RIVERSIDE,TAS,-41.40225281,147.0863425,1
2074,Bupa South Hobart,7004,SOUTH HOBART,TAS,-42.89170801,147.3163172,1
2075,Regis Tasmania - Legana,7277,LEGANA,TAS,-41.36359,147.039797,1
2076,Sandown Apartments,7005,SANDY BAY,TAS,-42.91438506,147.3543417,1
2077,Tyler Village,7250,PROSPECT VALE,TAS,-41.47724901,147.1252336,1
2078,Japara Sandhill,7249,SOUTH LAUNCESTON,TAS,-41.46150315,147.1482204,1
2079,Regis Tasmania - Norwood,7250,NORWOOD,TAS,-41.45517061,147.1756505,1
2080,Uniting AgeWell Aldersgate Village,7248,NEWNHAM,TAS,-41.38039401,147.1247063,1
2081,Uniting AgeWell Strathdevon,7307,LATROBE,TAS,-41.23177649,146.422461,1
2082,Toosey Aged and Community Care,7301,LONGFORD,TAS,-41.593039,147.119541,1
2083,James Scott Wing Nursing Home,7260,SCOTTSDALE,TAS,-41.15717583,147.5187864,1
2084,Rosary Gardens,7008,NEW TOWN,TAS,-42.85615146,147.2947798,1
2085,Wynyard Care Centre,7325,WYNYARD,TAS,-40.99154139,145.7354677,1
2086,Uniting AgeWell Strathglen,7011,BERRIEDALE,TAS,-42.81449773,147.2530656,1
2087,Mary's Grange,7053,TAROONA,TAS,-42.93292208,147.3576725,1
2088,Uniting AgeWell Strathaven,7010,ROSETTA,TAS,-42.81587426,147.2603111,1
2089,Mary Ogilvy Home,7008,NEW TOWN,TAS,-42.85693291,147.3058488,1
2090,Fred French Nursing Home,7250,NEWSTEAD,TAS,-41.44906,147.164914,1
2091,The Manor Nursing Home,7249,KINGS MEADOWS,TAS,-41.46562181,147.1537238,1
2092,Eliza Purton Home,7315,WEST ULVERSTONE,TAS,-41.148382,146.147321,1
2093,Meercroft Care,7310,DEVONPORT,TAS,-41.16627259,146.3580574,1
2094,Corumbene Nursing Home,7140,NEW NORFOLK,TAS,-42.78118943,147.0700033,1
2095,The Gardens,7011,CLAREMONT,TAS,-42.7888004,147.2613863,1
2096,Mt St Vincent Nursing Home & Therapy Centre Inc,7315,ULVERSTONE,TAS,-41.15295478,146.1533202,1
2097,Huon Eldercare,7113,FRANKLIN,TAS,-43.08167377,147.0164088,1
2098,Grenoch Home,7304,DELORAINE,TAS,-41.52673383,146.6587791,1
2099,Ainslie Low Head,7253,LOW HEAD,TAS,-41.07816649,146.8073179,1
2100,Umina Park Home For The Aged,7320,BURNIE,TAS,-41.06153428,145.8774162,1
2101,Guilford Young Grove,7005,SANDY BAY,TAS,-42.91215889,147.350949,1
2102,Medea Park Nursing Home,7216,ST HELENS,TAS,-41.32343212,148.2449509,1
2103,Tandara Lodge,7306,SHEFFIELD,TAS,-41.38563879,146.3238678,1
2104,Melaleuca Home For The Aged,7310,EAST DEVONPORT,TAS,-41.18350459,146.3773196,1
2105,May Shaw Residential Aged Care,7190,SWANSEA,TAS,-42.12746534,148.0770498,1
2106,Peacehaven N,7250,NORWOOD,TAS,-41.454471,147.178406,1
2107,Bishop Davies Court,7050,KINGSTON,TAS,-42.9847559,147.2998779,1
2108,Regis Tasmania - Eastern Shore,7018,WARRANE,TAS,-42.85280762,147.3811768,1
2109,Midlands Multipurpose Health Centre,7120,OATLANDS,TAS,-42.29977525,147.3697901,1
2110,King Island Multipurpose Centre,7256,CURRIE,TAS,-39.93112102,143.8509785,1
2111,ESPERANCE MULTIPURPOSE HEALTH CENTRE,7117,DOVER,TAS,-43.3142536,147.0166314,1
2112,Flinders Island Multipurpose Centre,7255,WHITEMARK,TAS,-40.12120648,148.0183037,1
2113,Coffs Haven Residential Care Service,2450,NORTH BOAMBEE VALLEY,NSW,-30.30873298,153.0968251,1
2114,Blue Care Redland Bay Yarrabee Aged Care Facility,4165,REDLAND BAY,QLD,-27.61392852,153.2971664,1
2115,Anam Cara,4500,BRAY PARK,QLD,-27.29894494,152.9612486,1
2116,Regis Salisbury,4107,SALISBURY,QLD,-27.5557882,153.0364941,1
2117,Opal Kirra Beach,4225,COOLANGATTA,QLD,-28.171075,153.5265842,1
2118,Uniting Kari Court St Ives,2075,ST IVES,NSW,-33.72857768,151.1642538,1
2119,BlueCross Riverlea,3034,AVONDALE HEIGHTS,VIC,-37.75275,144.8539,1
2120,St David's Village,2087,FORESTVILLE,NSW,-33.76425673,151.2198262,1
2121,Catholic Healthcare Villa Maria Centre,2526,UNANDERRA,NSW,-34.4530186,150.8424374,1
2122,IRT Crown Gardens,2536,BATEMANS BAY,NSW,-35.71333152,150.1751913,1
2123,Uniting Starrett Lodge Hamlyn Terrace,2259,HAMLYN TERRACE,NSW,-33.25459162,151.4727421,1
2124,Ozcare Malanda,4885,MALANDA,QLD,-17.34809229,145.5868437,1
2125,BlueCross Ashby,3107,TEMPLESTOWE LOWER,VIC,-37.76156736,145.1201401,1
2126,Opal South Valley,3216,HIGHTON,VIC,-38.1940843,144.3163111,1
2127,Bupa Caulfield,3162,CAULFIELD SOUTH,VIC,-37.90223408,145.028305,1
2128,Montclaire,3186,BRIGHTON,VIC,-37.902394,145.003978,1
2129,ACH Group Residential Care - Yankalilla Centre,5203,YANKALILLA,SA,-35.46087022,138.3533872,1
2130,Bupa Mosman,2088,MOSMAN,NSW,-33.82391615,151.2354244,1
2131,Hugh Cunningham Gardens,2548,TURA BEACH,NSW,-36.865802,149.918739,1
2132,Montana Aged Care Facility,2088,MOSMAN,NSW,-33.8259081,151.2388482,1
2133,Japara Barongarook Gardens,3250,COLAC,VIC,-38.33876767,143.5946171,1
2134,Keith & District Hospital Inc,5267,KEITH,SA,-36.09772148,140.3464293,1
2135,Southern Cross Care Tenison Swansea Residential Aged Care,2281,SWANSEA,NSW,-33.09728355,151.6435465,1
